Concurso;Data do Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Ganhadores 6 acertos;Cidade / UF;Rateio 6 acertos;Ganhadores 5 acertos;Rateio 5 acertos;Ganhadores 4 acertos;Rateio 4 acertos;Acumulado 6 acertos;Arrecadação Total;Estimativa prêmio;Acumulado Sorteio Especial Mega da Virada;Observação
2389;10/07/2021;16;30;37;39;40;51;0;;R$0,00;57;R$69.283,28;3887;R$1.451,41;R$55.677.317,71;R$68.495.580,00;R$65.000.000,00;R$40.755.458,09;
2390;14/07/2021;9;13;20;22;32;56;0;;R$0,00;102;R$48.643,77;7787;R$910,24;R$64.817.227,15;R$86.057.100,00;R$75.000.000,00;R$42.061.159,45;
2391;17/07/2021;5;8;13;27;36;50;1;COLATINA/ES;R$76.237.205,10;192;R$32.288,63;13379;R$661,95;R$0,00;R$107.525.155,50;R$2.500.000,00;R$43.692.584,88;
2392;21/07/2021;11;15;23;25;34;53;0;;R$0,00;31;R$52.887,76;2525;R$927,59;R$3.020.168,99;R$28.436.494,50;R$7.000.000,00;R$44.124.037,62;
2393;24/07/2021;26;27;28;32;38;51;0;;R$0,00;28;R$80.268,42;2368;R$1.355,88;R$7.160.329,36;R$38.981.808,00;R$12.000.000,00;R$44.715.489,12;
2394;28/07/2021;5;16;25;36;42;44;0;;R$0,00;48;R$48.523,22;4144;R$802,92;R$31.571.809,53;R$40.397.094,00;R$38.000.000,00;R$45.328.414,04;
2395;31/07/2021;4;11;12;44;45;57;0;;R$0,00;72;R$51.378,77;6026;R$876,97;R$38.386.256,33;R$64.161.634,50;R$46.000.000,00;R$46.301.906,45;
2396;04/08/2021;2;3;25;39;42;49;0;;R$0,00;49;R$81.665,84;5934;R$963,36;R$45.757.672,77;R$69.405.799,50;R$55.000.000,00;R$47.354.965,96;
2397;07/08/2021;6;14;20;39;46;48;0;;R$0,00;79;R$60.862,18;6058;R$1.133,82;R$54.614.721,42;R$83.393.815,50;R$65.000.000,00;R$48.620.258,63;
2398;10/08/2021;8;17;30;36;54;59;1;MOGI MIRIM/SP;R$60.902.054,13;78;R$43.757,99;5421;R$899,44;R$0,00;R$59.198.575,50;R$2.500.000,00;R$49.518.449,03;
2399;12/08/2021;27;35;42;44;51;52;0;;R$0,00;34;R$45.545,20;1706;R$1.296,71;R$23.081.763,93;R$26.858.439,00;R$26.000.000,00;R$49.925.958,72;
2400;14/08/2021;9;21;25;26;36;53;0;;R$0,00;52;R$49.503,96;3623;R$1.015,02;R$27.823.722,22;R$44.648.055,00;R$34.000.000,00;R$50.603.381,35;
2401;18/08/2021;8;11;13;33;38;48;0;;R$0,00;128;R$25.058,88;8020;R$571,34;R$33.732.342,14;R$55.632.793,50;R$41.000.000,00;R$51.447.469,92;
2402;21/08/2021;6;22;25;29;30;60;1;TERESINA/PI;R$40.953.827,42;128;R$30.626,84;6285;R$891,06;R$0,00;R$67.994.118,00;R$3.000.000,00;R$52.479.110,70;
2403;25/08/2021;10;12;14;32;33;34;0;;R$0,00;65;R$24.631,80;2793;R$818,91;R$2.949.333,95;R$27.769.545,00;R$6.500.000,00;R$52.900.444,13;
2404;28/08/2021;1;19;35;40;47;54;0;;R$0,00;43;R$49.870,87;2492;R$1.229,33;R$22.470.410,90;R$37.194.147,00;R$28.000.000,00;R$53.464.772,34;
2405;01/09/2021;21;38;48;49;53;59;0;;R$0,00;18;R$154.808,90;2630;R$1.513,61;R$27.603.547,93;R$48.331.210,50;R$34.000.000,00;R$54.198.077,64;
2406;04/09/2021;8;12;29;43;54;60;0;;R$0,00;64;R$54.257,75;5120;R$968,88;R$34.000.251,00;R$60.228.355,50;R$40.000.000,00;R$55.111.892,38;
2407;08/09/2021;13;17;31;43;54;55;0;;R$0,00;45;R$62.896,47;4411;R$916,65;R$39.214.037,44;R$49.090.567,50;R$45.000.000,00;R$55.856.719,02;
2408;11/09/2021;4;29;30;38;43;57;1;ARARUAMA/RJ;R$46.317.095,04;65;R$59.322,24;4828;R$1.140,94;R$0,00;R$66.879.058,50;R$3.000.000,00;R$56.871.441,55;
2409;15/09/2021;2;29;39;49;52;58;0;;R$0,00;23;R$67.950,86;1364;R$1.636,85;R$19.677.953,62;R$27.107.037,00;R$23.500.000,00;R$57.282.723,08;
2410;18/09/2021;7;10;27;35;43;59;2;"CURITIBA/PR; SAO PAULO/SP";R$12.503.139,64;93;R$31.102,36;5939;R$695,76;R$0,00;R$50.169.015,00;R$3.000.000,00;R$58.043.912,46;
2411;22/09/2021;7;26;29;34;43;44;0;;R$0,00;35;R$45.154,92;2517;R$896,99;R$2.911.303,81;R$27.411.471,00;R$7.000.000,00;R$58.459.813,02;
2412;25/09/2021;9;16;34;36;49;60;0;;R$0,00;37;R$59.039,36;3285;R$949,97;R$6.935.302,38;R$37.888.083,00;R$10.000.000,00;R$59.034.669,97;
2413;28/09/2021;3;22;37;40;41;48;0;;R$0,00;12;R$114.924,54;1759;R$1.120,03;R$9.475.739,63;R$23.919.565,50;R$12.800.000,00;R$59.397.589,58;
2414;30/09/2021;4;5;6;14;29;38;0;;R$0,00;39;R$47.324,83;3415;R$772,08;R$24.318.156,63;R$32.012.005,50;R$29.000.000,00;R$59.883.291,75;
2415;02/10/2021;10;12;26;29;35;60;0;;R$0,00;61;R$45.170,89;4773;R$824,70;R$29.393.937,79;R$47.791.174,50;R$35.000.000,00;R$60.608.403,36;
2416;06/10/2021;6;7;11;26;37;57;1;BRASILIA/DF;R$35.714.240,27;86;R$39.895,60;5658;R$866,28;R$0,00;R$59.509.003,50;R$3.000.000,00;R$61.511.303,72;
2417;09/10/2021;3;7;10;11;27;46;0;;R$0,00;131;R$15.067,60;7708;R$365,82;R$3.636.047,80;R$34.235.320,50;R$6.500.000,00;R$62.030.739,12;
2418;13/10/2021;2;11;19;27;57;60;0;;R$0,00;80;R$21.123,67;3919;R$616,00;R$6.749.009,06;R$29.310.183,00;R$10.500.000,00;R$62.475.447,89;
2419;16/10/2021;10;35;43;48;50;53;1;SANTOS/SP;R$11.509.541,30;31;R$83.364,16;3078;R$1.199,42;R$14.397.821,39;R$44.822.938,50;R$16.900.000,00;R$63.155.523,93;
2420;19/10/2021;5;8;29;39;44;60;0;;R$0,00;18;R$86.921,91;2198;R$1.016,89;R$17.279.968,84;R$27.136.948,50;R$21.000.000,00;R$63.567.259,30;
2421;21/10/2021;2;3;32;35;48;57;0;;R$0,00;49;R$47.248,93;3678;R$899,24;R$21.544.806,83;R$40.155.714,00;R$26.500.000,00;R$64.176.521,88;
2422;23/10/2021;2;7;10;20;30;46;0;;R$0,00;110;R$26.323,93;6942;R$595,88;R$26.878.866,26;R$50.223.001,50;R$33.000.000,00;R$64.938.530,38;
2423;27/10/2021;16;18;38;48;51;60;0;;R$0,00;40;R$82.766,60;3295;R$1.435,36;R$32.977.458,15;R$57.421.480,50;R$40.000.000,00;R$65.809.757,80;
2424;30/10/2021;3;16;17;37;38;53;0;;R$0,00;101;R$41.070,64;6968;R$850,44;R$57.100.491,99;R$71.946.909,00;R$65.000.000,00;R$66.901.372,30;
2425;03/11/2021;10;31;38;46;49;54;0;;R$0,00;75;R$57.727,72;5048;R$1.225,26;R$65.076.031,99;R$75.093.943,50;R$75.000.000,00;R$68.040.735,17;
2426;06/11/2021;5;11;24;27;32;57;0;;R$0,00;249;R$25.132,53;15271;R$585,42;R$76.603.928,34;R$108.541.264,50;R$90.000.000,00;R$69.687.577,51;
2427;10/11/2021;3;19;25;37;44;56;5;"CANAL ELETRONICO; ANGICAL/BA; GOIANIA/GO; BENEDITO LEITE/MA; BORBOREMA/SP";R$18.181.413,39;680;R$11.418,47;19557;R$567,17;R$0,00;R$134.671.644,00;R$3.000.000,00;R$71.730.883,05;
2428;13/11/2021;3;9;25;28;29;39;0;;R$0,00;50;R$39.761,94;4168;R$681,41;R$3.662.283,50;R$34.482.343,50;R$8.000.000,00;R$72.254.066,41;
2429;17/11/2021;11;37;53;55;56;60;0;;R$0,00;31;R$63.435,43;2462;R$1.141,05;R$33.113.631,63;R$34.107.727,50;R$38.000.000,00;R$72.771.565,92;
2430;20/11/2021;19;26;39;45;46;56;1;UBERLANDIA/MG;R$39.690.444,50;37;R$96.493,78;4109;R$1.241,27;R$0,00;R$61.924.185,00;R$3.000.000,00;R$73.711.110,63;
2431;24/11/2021;8;11;22;25;26;36;0;;R$0,00;46;R$35.595,61;2988;R$782,84;R$3.016.259,01;R$28.399.680,00;R$7.000.000,00;R$74.142.004,79;
2432;27/11/2021;7;29;38;40;44;52;0;;R$0,00;21;R$100.863,31;2572;R$1.176,47;R$6.918.076,69;R$36.737.685,00;R$12.000.000,00;R$74.699.407,33;
2433;01/12/2021;8;9;32;52;53;57;0;;R$0,00;31;R$71.625,00;2625;R$1.208,36;R$11.008.240,88;R$38.511.067,50;R$16.000.000,00;R$75.283.716,51;
2434;04/12/2021;1;2;14;28;40;51;0;;R$0,00;37;R$75.710,54;3663;R$1.092,50;R$30.465.573,56;R$48.586.693,50;R$37.000.000,00;R$76.020.898,14;
2435;07/12/2021;5;22;30;32;33;36;0;;R$0,00;46;R$46.912,51;3051;R$1.010,43;R$34.440.791,34;R$37.428.786,00;R$40.000.000,00;R$76.588.786,41;
2436;09/12/2021;5;15;28;32;38;54;1;BARUERI/SP;R$39.405.657,46;65;R$41.464,82;4285;R$898,55;R$0,00;R$46.746.850,50;R$3.000.000,00;R$77.298.053,00;
2437;11/12/2021;1;19;41;46;48;55;0;;R$0,00;16;R$101.047,85;1416;R$1.631,11;R$2.978.252,29;R$28.041.826,50;R$6.500.000,00;R$77.723.517,63;
2438;15/12/2021;4;11;19;25;37;55;1;CANAL ELETRONICO;R$6.549.381,39;99;R$19.581,95;5073;R$545,91;R$0,00;R$33.624.076,50;R$3.000.000,00;R$78.233.678,94;
2439;18/12/2021;2;8;34;38;47;51;0;;R$0,00;46;R$40.082,94;3008;R$875,67;R$93.986.574,37;R$31.979.866,50;R$370.000.000,00;R$93.986.574,37;
2440;31/12/2021;12;15;23;32;33;46;2;"CABO FRIO/RJ; CAMPINAS/SP";R$189.062.363,74;1712;R$50.861,33;143494;R$866,88;R$0,00;R$1.510.256.529,00;R$3.000.000,00;R$0,00;
2441;05/01/2022;9;41;42;46;47;54;0;;R$0,00;18;R$83.666,84;1588;R$1.354,80;R$2.774.216,16;R$26.120.718,00;R$6.000.000,00;R$396.316,62;
2442;08/01/2022;2;7;9;25;41;49;0;;R$0,00;63;R$31.638,77;4651;R$612,23;R$6.445.978,98;R$34.571.596,50;R$11.000.000,00;R$920.854,18;
2443;12/01/2022;1;5;12;13;17;31;2;"CANAL ELETRONICO; URUCANIA/MG";R$5.259.397,57;161;R$13.732,65;8131;R$388,45;R$0,00;R$38.347.726,50;R$3.000.000,00;R$1.502.685,07;
2444;15/01/2022;15;17;20;35;37;43;0;;R$0,00;58;R$30.313,67;3161;R$794,59;R$11.886.391,96;R$30.494.794,50;R$16.000.000,00;R$1.965.367,35;
2445;19/01/2022;11;25;32;37;47;56;0;;R$0,00;63;R$38.345,37;3802;R$907,70;R$16.336.473,72;R$41.899.882,50;R$22.000.000,00;R$2.601.093,32;
2446;22/01/2022;1;13;27;41;51;58;0;;R$0,00;74;R$41.305,51;4344;R$1.005,19;R$21.967.067,62;R$53.015.031,00;R$28.500.000,00;R$3.405.463,90;
2447;25/01/2022;13;19;29;42;49;52;0;;R$0,00;42;R$48.167,42;3080;R$938,32;R$25.693.704,42;R$35.088.264,00;R$31.000.000,00;R$3.937.840,60;
2448;27/01/2022;18;30;32;35;40;48;0;;R$0,00;53;R$51.387,47;3529;R$1.102,51;R$30.710.743,70;R$47.238.088,50;R$36.000.000,00;R$4.654.560,52;
2449;29/01/2022;14;20;21;31;49;52;1;BLUMENAU/SC;R$36.777.767,10;65;R$50.669,64;3771;R$1.247,68;R$15.646.007,23;R$57.124.246,50;R$20.000.000,00;R$5.521.278,16;
2450;02/02/2022;2;6;11;15;17;39;0;;R$0,00;94;R$26.814,82;5633;R$639,24;R$20.289.204,34;R$43.718.166,00;R$26.000.000,00;R$6.184.592,04;
2451;05/02/2022;13;26;31;46;51;60;1;BELO HORIZONTE/MG;R$26.422.347,01;60;R$55.490,34;4536;R$1.048,57;R$0,00;R$57.746.794,50;R$3.000.000,00;R$7.060.755,29;
2452;09/02/2022;8;10;51;56;57;58;0;;R$0,00;23;R$72.470,70;2117;R$1.124,78;R$3.070.469,13;R$28.910.097,00;R$7.000.000,00;R$7.499.393,76;
2453;12/02/2022;10;14;15;24;34;44;0;;R$0,00;63;R$35.542,46;3892;R$821,89;R$7.195.264,40;R$38.837.137,50;R$12.000.000,00;R$8.088.650,25;
2454;16/02/2022;9;14;22;24;44;47;0;;R$0,00;49;R$46.328,88;4523;R$717,00;R$25.302.046,31;R$39.373.780,50;R$31.000.000,00;R$8.686.048,95;
2455;19/02/2022;21;38;50;53;56;59;0;;R$0,00;44;R$76.582,32;3811;R$1.263,11;R$31.509.244,82;R$58.444.069,50;R$37.000.000,00;R$9.572.791,60;
2456;22/02/2022;28;34;40;41;52;55;0;;R$0,00;31;R$81.253,19;2581;R$1.394,17;R$36.149.229,74;R$43.687.921,50;R$40.000.000,00;R$10.235.646,61;
2457;24/02/2022;10;19;46;47;49;50;0;;R$0,00;51;R$62.932,87;4414;R$1.038,76;R$42.061.607,16;R$55.668.172,50;R$50.000.000,00;R$11.080.271,98;
2458;26/02/2022;15;40;44;45;47;51;0;;R$0,00;79;R$53.045,63;5279;R$1.134,03;R$49.781.142,90;R$72.683.527,50;R$57.000.000,00;R$12.183.062,81;
2459;03/03/2022;15;24;33;49;53;59;0;;R$0,00;84;R$54.844,93;6200;R$1.061,51;R$78.988.925,51;R$79.905.195,00;R$90.000.000,00;R$13.395.424,40;
2460;05/03/2022;16;17;18;28;35;47;0;;R$0,00;155;R$44.541,73;11542;R$854,51;R$91.706.759,32;R$119.745.157,50;R$107.000.000,00;R$15.212.257,82;
2461;09/03/2022;8;11;16;21;32;37;0;;R$0,00;278;R$34.308,42;17238;R$790,42;R$109.276.280,24;R$165.426.367,50;R$130.000.000,00;R$17.722.189,41;
2462;12/03/2022;3;16;23;41;45;57;0;;R$0,00;294;R$39.145,65;19576;R$839,86;R$130.476.737,46;R$199.613.560,50;R$165.000.000,00;R$20.750.826,17;
2463;16/03/2022;11;16;31;37;42;51;0;;R$0,00;281;R$51.216,19;20541;R$1.000,90;R$156.987.854,95;R$249.616.246,50;R$190.000.000,00;R$24.538.128,68;
2464;19/03/2022;2;7;24;43;52;56;2;"CANAL ELETRONICO; MONGAGUA/SP";R$94.690.936,18;496;R$35.454,28;31802;R$789,94;R$69.389.852,30;R$305.006.872,50;R$80.000.000,00;R$29.165.845,47;
2465;23/03/2022;3;8;23;29;53;54;0;;R$0,00;160;R$34.522,77;11384;R$693,15;R$79.564.984,88;R$95.804.275,50;R$90.000.000,00;R$30.619.435,86;
2466;26/03/2022;2;3;13;20;53;54;0;;R$0,00;156;R$42.402,06;10583;R$892,90;R$91.749.995,68;R$114.728.346,00;R$110.000.000,00;R$32.360.151,71;
2467;30/03/2022;1;10;19;34;35;45;0;;R$0,00;168;R$45.486,09;11371;R$960,04;R$105.826.742,35;R$132.540.043,50;R$120.000.000,00;R$34.371.115,53;
2468;02/04/2022;22;35;41;42;53;57;1;SANTOS/SP;R$122.627.171,80;267;R$34.158,18;20734;R$628,38;R$0,00;R$158.184.963,00;R$3.000.000,00;R$36.771.176,89;
2469;06/04/2022;5;28;30;38;52;55;0;;R$0,00;34;R$60.884,93;2246;R$1.316,68;R$39.673.720,61;R$35.904.424,50;R$45.000.000,00;R$37.315.936,79;
2470;09/04/2022;8;33;40;42;48;51;0;;R$0,00;81;R$57.198,65;6197;R$1.068,04;R$48.208.361,37;R$80.358.174,00;R$60.000.000,00;R$38.535.171,20;
2471;13/04/2022;8;23;29;30;36;55;0;;R$0,00;95;R$52.849,61;7346;R$976,37;R$57.457.043,28;R$87.081.250,50;R$70.000.000,00;R$39.856.411,49;
2472;16/04/2022;5;13;18;23;35;36;1;GUARULHOS/SP;R$66.733.761,74;233;R$21.613,45;14583;R$493,32;R$0,00;R$87.345.229,50;R$3.000.000,00;R$41.181.657,00;
2473;20/04/2022;15;18;28;42;55;60;0;;R$0,00;23;R$87.936,68;2630;R$1.098,61;R$3.725.738,29;R$35.079.804,00;R$8.500.000,00;R$41.713.905,34;
2474;23/04/2022;22;30;38;39;49;56;0;;R$0,00;27;R$92.717,92;2372;R$1.507,69;R$30.586.951,42;R$43.419.690,00;R$36.000.000,00;R$42.372.690,60;
2475;26/04/2022;1;40;44;45;58;60;0;;R$0,00;44;R$56.378,81;3054;R$1.160,38;R$35.156.602,17;R$43.025.688,00;R$40.000.000,00;R$43.025.497,86;
2476;28/04/2022;2;7;32;46;49;55;0;;R$0,00;72;R$45.992,87;4799;R$985,76;R$41.256.708,63;R$57.435.741,00;R$48.000.000,00;R$43.896.941,66;
2477;30/04/2022;20;33;37;38;49;50;0;;R$0,00;45;R$95.131,71;4787;R$1.277,54;R$49.142.626,01;R$74.250.099,00;R$60.000.000,00;R$45.023.501,30;
2478;04/05/2022;2;17;23;28;39;46;1;HERVAL D'OESTE/SC;R$58.922.844,33;196;R$27.088,07;10963;R$691,84;R$0,00;R$92.085.948,00;R$3.000.000,00;R$46.420.675,36;
2479;07/05/2022;10;15;17;20;21;35;1;VASSOURAS/RJ;R$4.456.908,10;90;R$26.882,94;5989;R$577,12;R$20.612.617,77;R$41.964.156,00;R$27.000.000,00;R$47.057.376,54;
2480;11/05/2022;4;6;9;31;50;56;0;;R$0,00;74;R$46.356,22;4757;R$1.030,16;R$26.931.702,00;R$59.497.533,00;R$35.000.000,00;R$47.960.102,87;
2481;14/05/2022;1;8;21;27;36;37;0;;R$0,00;72;R$62.081,21;5710;R$1.118,30;R$35.165.631,15;R$77.526.814,50;R$45.000.000,00;R$49.136.378,48;
2482;18/05/2022;1;32;35;44;45;57;0;;R$0,00;52;R$82.539,97;5101;R$1.202,02;R$43.072.091,08;R$74.443.518,00;R$53.000.000,00;R$50.265.872,77;
2483;21/05/2022;20;34;38;40;49;54;0;;R$0,00;72;R$74.529,17;5242;R$1.462,39;R$52.957.011,78;R$93.071.776,50;R$65.000.000,00;R$51.678.004,31;
2484;25/05/2022;11;14;36;41;54;59;0;;R$0,00;121;R$45.019,83;7558;R$1.029,63;R$89.629.968,88;R$94.481.851,50;R$100.000.000,00;R$53.111.530,22;
2485;28/05/2022;5;12;32;38;47;60;0;;R$0,00;188;R$46.388,86;13488;R$923,68;R$105.695.165,13;R$151.262.352,00;R$120.000.000,00;R$55.406.558,27;
2486;31/05/2022;8;9;17;19;33;56;1;BLUMENAU/SC;R$117.557.270,98;231;R$27.876,31;15582;R$590,37;R$0,00;R$111.688.024,50;R$3.000.000,00;R$57.101.144,85;
2487;02/06/2022;23;36;42;48;54;58;1;RIO DE JANEIRO/RJ;R$3.681.934,22;141;R$14.175,63;4588;R$622,35;R$0,00;R$34.667.365,50;R$4.000.000,00;R$57.627.135,47;
2488;04/06/2022;17;31;34;40;56;57;0;;R$0,00;39;R$54.865,83;2541;R$1.202,99;R$3.941.676,88;R$37.112.980,50;R$9.000.000,00;R$58.190.232,19;
2489;08/06/2022;3;10;13;25;41;42;0;;R$0,00;92;R$29.078,19;6187;R$617,69;R$34.313.545,28;R$46.399.621,50;R$40.000.000,00;R$58.894.230,46;
2490;11/06/2022;11;16;17;41;46;59;0;;R$0,00;65;R$65.482,06;5432;R$1.119,38;R$42.154.159,81;R$73.823.548,50;R$52.000.000,00;R$60.014.318,26;
2491;15/06/2022;22;29;38;43;48;53;0;;R$0,00;83;R$53.600,57;6198;R$1.025,41;R$50.349.405,00;R$77.162.584,50;R$60.000.000,00;R$61.185.067,58;
2492;18/06/2022;10;30;31;33;42;52;0;;R$0,00;65;R$71.634,15;6645;R$1.001,01;R$58.926.651,64;R$80.759.331,00;R$70.000.000,00;R$62.410.388,54;
2493;22/06/2022;4;9;37;43;44;56;0;;R$0,00;149;R$34.422,27;9549;R$767,30;R$68.374.657,73;R$88.957.993,50;R$80.000.000,00;R$63.760.103,71;
2494;25/06/2022;1;4;10;22;53;54;1;DIADEMA/SP;R$78.763.087,85;157;R$35.919,96;11899;R$677,05;R$27.939.712,46;R$97.812.585,00;R$35.000.000,00;R$65.244.165,17;
2495;28/06/2022;8;12;14;30;33;41;0;;R$0,00;37;R$54.647,64;3602;R$801,92;R$31.664.380,64;R$35.069.728,50;R$37.000.000,00;R$65.776.260,65;
2496;30/06/2022;7;26;31;38;46;58;0;;R$0,00;50;R$54.371,58;3505;R$1.108,04;R$36.672.289,48;R$47.152.120,50;R$43.000.000,00;R$66.491.676,20;
2497;02/07/2022;5;14;23;46;48;52;0;;R$0,00;87;R$42.861,28;6309;R$844,35;R$43.541.372,70;R$64.676.065,50;R$55.000.000,00;R$67.472.973,82;
2498;06/07/2022;9;12;26;29;46;47;1;BLUMENAU/SC;R$51.830.706,79;88;R$51.135,50;7866;R$817,24;R$0,00;R$78.048.481,50;R$3.000.000,00;R$68.657.164,42;
2499;09/07/2022;11;19;38;47;56;59;0;;R$0,00;30;R$74.169,24;3158;R$1.006,54;R$21.692.427,80;R$38.592.625,50;R$27.000.000,00;R$69.242.711,05;
2500;13/07/2022;5;16;25;32;39;55;1;DOURADOS/MS;R$27.485.274,00;84;R$37.436,76;4928;R$911,60;R$0,00;R$54.542.722,50;R$3.000.000,00;R$70.070.260,52;
2501;16/07/2022;11;27;32;40;58;59;0;;R$0,00;30;R$70.561,85;2331;R$1.297,33;R$3.899.470,54;R$36.715.585,50;R$9.000.000,00;R$70.627.327,76;
2502;20/07/2022;16;20;21;39;44;55;0;;R$0,00;103;R$22.920,73;2914;R$1.157,38;R$8.248.378,04;R$40.947.273,00;R$13.000.000,00;R$71.248.600,28;
2503;23/07/2022;3;14;16;38;43;45;1;CANAL ELETRONICO;R$13.748.083,57;91;R$32.808,29;5194;R$821,15;R$0,00;R$51.782.647,50;R$3.000.000,00;R$72.034.272,50;
2504;27/07/2022;14;33;41;42;44;55;0;;R$0,00;39;R$46.871,70;2885;R$905,17;R$17.766.858,97;R$31.705.497,00;R$22.000.000,00;R$72.515.324,18;
2505;30/07/2022;3;5;19;26;43;51;1;CACAPAVA DO SUL/RS;R$24.271.229,51;108;R$32.693,92;6977;R$722,97;R$0,00;R$61.242.102,00;R$3.000.000,00;R$73.444.519,99;
2506;02/08/2022;21;22;29;34;40;44;0;;R$0,00;12;R$101.318,72;1145;R$1.516,93;R$2.239.676,89;R$21.087.747,00;R$6.000.000,00;R$73.764.473,84;
2507;04/08/2022;4;6;12;34;35;53;1;MOSSORO/RN;R$5.543.989,92;47;R$38.165,32;3385;R$757,02;R$0,00;R$31.111.861,50;R$3.000.000,00;R$74.236.518,56;
2508;06/08/2022;41;45;48;51;53;58;0;;R$0,00;26;R$71.728,72;1510;R$1.764,37;R$3.435.428,42;R$32.346.382,50;R$8.000.000,00;R$74.727.294,07;
2509;10/08/2022;8;37;39;50;59;60;0;;R$0,00;47;R$48.983,97;2560;R$1.284,73;R$20.074.834,59;R$39.931.078,50;R$27.000.000,00;R$75.333.148,37;
2510;13/08/2022;8;13;25;32;44;57;4;"CANAL ELETRONICO; MORRETES/PR; DUQUE DE CAXIAS/RJ; BARUERI/SP";R$6.670.155,67;242;R$14.818,18;10296;R$497,55;R$0,00;R$62.197.002,00;R$3.000.000,00;R$76.276.832,41;
2511;17/08/2022;4;10;15;39;41;49;0;;R$0,00;31;R$55.886,42;2031;R$1.218,59;R$3.191.408,35;R$30.048.804,00;R$7.500.000,00;R$76.732.747,89;
2512;20/08/2022;7;10;34;47;49;52;0;;R$0,00;81;R$31.030,62;4382;R$819,41;R$7.821.502,90;R$43.594.798,50;R$14.000.000,00;R$77.394.189,99;
2513;24/08/2022;13;19;21;35;46;50;0;;R$0,00;62;R$41.501,26;3823;R$961,50;R$12.561.383,62;R$44.628.493,50;R$18.000.000,00;R$78.071.315,82;
2514;27/08/2022;5;15;24;34;45;52;0;;R$0,00;52;R$59.901,15;4477;R$993,92;R$33.953.898,66;R$54.025.366,50;R$42.000.000,00;R$78.891.015,70;
2515;31/08/2022;3;12;19;41;45;54;0;;R$0,00;97;R$38.822,29;6861;R$784,09;R$40.890.828,40;R$65.314.876,50;R$50.000.000,00;R$79.882.005,68;
2516;03/09/2022;8;17;49;51;52;53;0;;R$0,00;94;R$49.051,86;6665;R$988,29;R$49.384.545,61;R$79.972.857,00;R$60.000.000,00;R$81.095.393,86;
2517;08/09/2022;1;5;6;16;22;39;0;;R$0,00;116;R$38.906,31;8240;R$782,44;R$57.698.210,35;R$78.277.567,50;R$70.000.000,00;R$82.283.060,27;
2518;10/09/2022;3;22;23;44;53;60;0;;R$0,00;112;R$39.587,01;7288;R$869,08;R$65.865.634,54;R$76.900.635,00;R$75.000.000,00;R$83.449.835,17;
2519;13/09/2022;3;8;20;36;38;57;0;;R$0,00;88;R$46.964,83;6736;R$876,50;R$98.323.155,10;R$71.682.754,50;R$110.000.000,00;R$84.537.441,77;
2520;15/09/2022;2;17;22;41;58;60;0;;R$0,00;160;R$39.671,25;10126;R$895,48;R$110.015.734,03;R$110.091.838,50;R$125.000.000,00;R$86.207.810,20;
2521;17/09/2022;23;28;33;38;55;59;0;;R$0,00;189;R$42.084,88;12204;R$931,08;R$124.667.917,23;R$137.958.084,00;R$150.000.000,00;R$88.300.979,25;
2522;21/09/2022;4;5;25;32;39;40;0;;R$0,00;202;R$54.431,51;17799;R$882,48;R$144.922.165,99;R$190.704.505,50;R$170.000.000,00;R$91.194.443,37;
2523;24/09/2022;1;10;27;36;37;45;0;;R$0,00;294;R$44.862,56;20572;R$915,91;R$169.218.785,10;R$228.765.568,50;R$200.000.000,00;R$94.665.388,98;
2524;28/09/2022;3;20;22;37;41;43;0;;R$0,00;404;R$43.914,62;30194;R$839,40;R$267.006.265,85;R$307.715.733,00;R$300.000.000,00;R$99.334.205,96;
2525;01/10/2022;4;13;21;26;47;51;2;"CANAL ELETRONICO; FERNANDOPOLIS/SP";R$158.926.894,27;814;R$33.910,24;52760;R$747,39;R$0,00;R$478.756.422,00;R$3.000.000,00;R$106.598.137,79;
2526;05/10/2022;2;16;24;38;43;59;0;;R$0,00;107;R$21.481,79;4518;R$726,79;R$4.234.172,81;R$39.866.985,00;R$8.000.000,00;R$107.203.019,64;
2527;08/10/2022;8;19;29;38;48;56;0;;R$0,00;80;R$40.771,81;4182;R$1.114,21;R$10.242.650,28;R$56.573.005,50;R$17.000.000,00;R$108.061.373,59;
2528;13/10/2022;4;15;22;53;56;60;0;;R$0,00;64;R$52.828,97;4684;R$1.031,18;R$16.470.907,98;R$58.642.353,00;R$23.000.000,00;R$108.951.124,70;
2529;15/10/2022;3;5;32;56;57;59;0;;R$0,00;84;R$43.914,37;5632;R$935,67;R$69.851.771,07;R$63.980.140,50;R$77.000.000,00;R$109.921.863,39;
2530;18/10/2022;14;17;18;28;30;44;0;;R$0,00;80;R$47.236,83;6922;R$779,90;R$76.812.987,97;R$65.543.553,00;R$85.000.000,00;R$110.916.322,96;
2531;20/10/2022;1;5;18;49;55;56;0;;R$0,00;107;R$48.811,72;7174;R$1.040,03;R$86.434.034,75;R$90.587.263,50;R$100.000.000,00;R$112.290.758,23;
2532;22/10/2022;10;14;17;18;23;30;0;;R$0,00;259;R$27.167,77;18616;R$539,96;R$99.395.922,57;R$122.043.055,50;R$115.000.000,00;R$114.142.456,50;
2533;26/10/2022;17;18;20;37;45;53;0;;R$0,00;134;R$59.636,65;11048;R$1.033,32;R$114.116.759,04;R$138.604.491,00;R$130.000.000,00;R$116.245.433,16;
